Manufacture,Type,Engine,Controllers,SPN,FMI,Code,KWP,Blink
Deutz,Deutz,Deutz,ECM,4334,2,Exhaust aftertreatment - DEF pump pressure - Data erratic intermittent or incorrect,1866,665
Deutz,Deutz,Deutz,ECM,524067,2,Exhaust aftertreatment - DEF pump temperature - Data erratic intermittent or incorrect,1867,894
Deutz,Deutz,Deutz,ECM,524067,2,Exhaust aftertreatment - DEF pump temperature - Data erratic intermittent or incorrect,1868,894
Deutz,Deutz,Deutz,ECM,1761,2,Exhaust aftertreatment - DEF tank level sensor - Data erratic intermittent or incorrect,1869,129
Deutz,Deutz,Deutz,ECM,524152,2,Exhaust aftertreatment - CAN DEF quality sensor - Data erratic intermittent or incorrect,1874,971
Deutz,Deutz,Deutz,ECM,524153,2,Exhaust aftertreatment - DEF tank level and temperature - Data erratic intermittent or incorrect,1875,997
Deutz,Deutz,Deutz,ECM,1761,14,Exhaust aftertreatment - DEF tank level sensor - Special instructions,1880,138
Deutz,Deutz,Deutz,ECM,4768,2,Exhaust aftertreatment - Temperature sensor before DOC - Data erratic intermittent or incorrect,1881,683
Deutz,Deutz,Deutz,ECM,524025,14,Exhaust aftertreatment - Stand Still - Special instructions,1882,8-4-5
Deutz,Deutz,Deutz,ECM,524025,14,Exhaust aftertreatment - Stand Still - Special instructions,1883,8-4-5
Deutz,Deutz,Deutz,ECM,524184,9,Exhaust aftertreatment - CAN SCR - Abnormal update rate timeout,1884,2-6-7
Deutz,Deutz,Deutz,ECM,524189,9,Engine - CAN Main Secondary - Abnormal update rate timeout,1889,2-6-9
Deutz,Deutz,Deutz,ECM,524192,12,Engine - Fan control - Bad intelligent device or component,1890,274
Deutz,Deutz,Deutz,ECM,524190,14,Engine - Power reduction step 1 - Special instructions,1891,272
Deutz,Deutz,Deutz,ECM,524191,14,Engine - Power reduction step 2 - Special instructions,1892,273
Deutz,Deutz,Deutz,ECM,524193,8,Exhaust aftertreatment - Time Stand Still - Abnormal frequency or pulse width or period,1893,275
Deutz,Deutz,Deutz,ECM,524194,8,Exhaust aftertreatment - Time Stand Still - Abnormal frequency or pulse width or period,1894,276
Deutz,Deutz,Deutz,ECM,3519,12,Exhaust aftertreatment - DEF tank temperature - Bad intelligent device or component,1895,277
Deutz,Deutz,Deutz,ECM,3520,3,Exhaust aftertreatment - DEF quality sensor - Voltage above normal or shorted to high source,1896,278
Deutz,Deutz,Deutz,ECM,3520,4,Exhaust aftertreatment - DEF quality sensor - Voltage below normal or shorted to low source,1897,278
Deutz,Deutz,Deutz,ECM,3519,3,Exhaust aftertreatment - DEF tank temperature - Voltage above normal or shorted to high source,1898,277
Deutz,Deutz,Deutz,ECM,3519,4,Exhaust aftertreatment - DEF tank temperature - Voltage below normal or shorted to low source,1899,277
Deutz,Deutz,Deutz,ECM,524195,14,Exhaust aftertreatment - Stand Still request - Special instructions,1900,279
Deutz,Deutz,Deutz,ECM,524196,13,Engine - Fan - Out of calibration,1901,283
Deutz,Deutz,Deutz,ECM,524196,2,Engine - Fan - Data erratic intermittent or incorrect,1902,283
Deutz,Deutz,Deutz,ECM,3520,2,Exhaust aftertreatment - DEF quality sensor - Data erratic intermittent or incorrect,1904,278
Deutz,Deutz,Deutz,ECM,3520,8,Exhaust aftertreatment - DEF quality sensor - Abnormal frequency or pulse width or period,1905,278
Deutz,Deutz,Deutz,ECM,3520,13,Exhaust aftertreatment - DEF quality sensor - Out of calibration,1907,278
Deutz,Deutz,Deutz,ECM,3519,13,Exhaust aftertreatment - DEF tank temperature - Out of calibration,1908,277
Deutz,Deutz,Deutz,ECM,4365,12,Exhaust aftertreatment - DEF tank temperature - Bad intelligent device or component,1909,669
Deutz,Deutz,Deutz,ECM,3532,13,Exhaust aftertreatment - DEF tank level sensor - Out of calibration,1910,129
Deutz,Deutz,Deutz,ECM,3532,3,Exhaust aftertreatment - DEF tank level sensor - Voltage above normal or shorted to high source,1911,127
Deutz,Deutz,Deutz,ECM,3532,4,Exhaust aftertreatment - DEF tank level sensor - Voltage below normal or shorted to low source,1912,127
Deutz,Deutz,Deutz,ECM,4365,13,Exhaust aftertreatment - DEF tank temperature - Out of calibration,1913,669
Deutz,Deutz,Deutz,ECM,4365,3,Exhaust aftertreatment - DEF tank temperature - Voltage above normal or shorted to high source,1914,669
Deutz,Deutz,Deutz,ECM,4365,4,Exhaust aftertreatment - DEF tank temperature - Voltage below normal or shorted to low source,1915,669
Deutz,Deutz,Deutz,ECM,3936,14,Exhaust aftertreatment - Time Stand Still - Special instructions,1917,286
Deutz,Deutz,Deutz,ECM,3936,14,Exhaust aftertreatment - Time Stand Still - Special instructions,1918,286
Deutz,Deutz,Deutz,ECM,51,3,Engine - Throttle valve position - Voltage above normal or shorted to high source,1924,5-9-4
Deutz,Deutz,Deutz,ECM,51,3,Engine - Throttle valve position - Voltage above normal or shorted to high source,1925,5-9-4
Deutz,Deutz,Deutz,ECM,51,4,Engine - Throttle valve position - Voltage below normal or shorted to low source,1926,5-9-4
Deutz,Deutz,Deutz,ECM,51,7,Engine - Throttle valve position - Mechanical system not responding or out of adjustment,1931,5-9-4
Deutz,Deutz,Deutz,ECM,51,12,Engine - Throttle valve position - Bad intelligent device or component,1932,5-9-4
Deutz,Deutz,Deutz,ECM,51,3,Engine - Throttle valve position - Voltage above normal or shorted to high source,1935,5-9-4
Deutz,Deutz,Deutz,ECM,524201,11,Exhaust aftertreatment - SCR effectiveness monitoring Secondary ECU triggered by ambient temperature sensor Main - Root cause not known,1942,3-1-3
Deutz,Deutz,Deutz,ECM,524202,11,Exhaust aftertreatment - Collective fault on Secondary ECU triggered by SCR failure Main - Root cause not known,1943,3-1-3
Deutz,Deutz,Deutz,ECM,524203,11,Exhaust aftertreatment - Collective fault on Secondary ECU triggered DEF tank failure Main - Root cause not known,1944,3-1-3
Deutz,Deutz,Deutz,ECM,524204,11,Exhaust aftertreatment - Collective fault on Secondary ECU triggered by SCR failure Main - Root cause not known,1945,3-1-3
Deutz,Deutz,Deutz,ECM,524205,11,Exhaust aftertreatment - Collective fault on Secondary ECU triggered by SCR failure Main - Root cause not known,1946,3-1-3
Deutz,Deutz,Deutz,ECM,524206,11,Exhaust aftertreatment - Collective fault on Secondary ECU triggered by DEF dosing failure Main - Root cause not known,1947,3-1-3
Deutz,Deutz,Deutz,ECM,524230,11,Exhaust aftertreatment - Hardware failure on Secondary ECU activates power reduction - Root cause not known,1971,3-1-5
Deutz,Deutz,Deutz,ECM,524231,11,Exhaust aftertreatment - SCR failure on Secondary ECU activates power reduction - Root cause not known,1972,3-1-5
Deutz,Deutz,Deutz,ECM,524232,11,Exhaust aftertreatment - SCR failure on Secondary ECU activates power reduction - Root cause not known,1973,3-1-5
Deutz,Deutz,Deutz,ECM,524233,11,Engine - ECU EEPROM error Secondary - Root cause not known,1974,3-1-5
Deutz,Deutz,Deutz,ECM,524234,11,Engine - Battery voltage failure on Secondary ECU triggers collective fault Main - Root cause not known,1975,3-1-5
Deutz,Deutz,Deutz,ECM,524235,11,Engine - CAN failure on Secondary ECU triggers collective fault Main - Root cause not known,1976,3-1-5
Deutz,Deutz,Deutz,ECM,524236,11,Engine - ECU monitoring failure on Secondary ECU triggers collective fault Main - Root cause not known,1977,3-1-5
Deutz,Deutz,Deutz,ECM,524237,11,Engine - ECU failure on Secondary ECU triggers collective fault Main - Root cause not known,1978,3-1-5
Deutz,Deutz,Deutz,ECM,524238,11,Engine - ECU failure on Secondary ECU triggers collective fault Main - Root cause not known,1979,3-1-5
Deutz,Deutz,Deutz,ECM,524239,11,Exhaust aftertreatment - Collective fault on Secondary ECU triggered by SCR failure Main - Root cause not known,1980,3-1-5
Deutz,Deutz,Deutz,ECM,524242,11,Engine - Software reset failure on Secondary ECU triggers collective fault Main - Root cause not known,1983,3-1-5
Deutz,Deutz,Deutz,ECM,524243,11,Engine - Engine speed signal failure on Secondary ECU triggers collective fault Main - Root cause not known,1984,3-1-5
Deutz,Deutz,Deutz,ECM,524248,11,Exhaust aftertreatment - Collective fault on Secondary ECU triggered by SCR failure Main - Root cause not known,1989,3-1-5
Deutz,Deutz,Deutz,ECM,524249,11,Exhaust aftertreatment - Collective fault on Main ECU triggered by SCR failure Secondary - Root cause not known,1990,3-1-5
Deutz,Deutz,Deutz,ECM,524251,11,Exhaust aftertreatment - Collective fault on Main ECU triggered by SCR failure Secondary - Root cause not known,1992,3-1-5
Deutz,Deutz,Deutz,ECM,524252,11,Exhaust aftertreatment - Reverting valve failure on Secondary ECU triggered by collective fault Main - Root cause not known,1993,3-1-5
Deutz,Deutz,Deutz,ECM,524253,11,Exhaust aftertreatment - Collective fault on Main ECU triggered by DEF failure Secondary - Root cause not known,1994,3-1-5
Deutz,Deutz,Deutz,ECM,524254,11,Exhaust aftertreatment - Collective fault on Main ECU triggered by SCR failure Secondary - Root cause not known,1995,3-1-5
Deutz,Deutz,Deutz,ECM,524255,11,Exhaust aftertreatment - Collective fault on Main ECU triggered by DEF failure Secondary - Root cause not known,1996,3-1-5
Deutz,Deutz,Deutz,ECM,524256,11,Exhaust aftertreatment - Collective fault on Main ECU triggered by DEF failure Secondary - Root cause not known,1997,3-1-5
Deutz,Deutz,Deutz,ECM,524257,11,Exhaust aftertreatment - Collective fault on Main ECU triggered by SCR failure Secondary - Root cause not known,1998,3-1-5
Deutz,Deutz,Deutz,ECM,524258,11,Exhaust aftertreatment - Collective fault on Main ECU triggered by SCR failure Secondary - Root cause not known,1999,3-1-5
Deutz,Deutz,Deutz,ECM,524259,11,Exhaust aftertreatment - Collective fault on Main ECU triggered by DEF failure Secondary - Root cause not known,2000,3-1-5
Deutz,Deutz,Deutz,ECM,524260,11,Exhaust aftertreatment - Collective fault on Main ECU triggered by DEF failure Secondary - Root cause not known,2001,3-1-5
Deutz,Deutz,Deutz,ECM,524261,11,Exhaust aftertreatment - Collective fault on Main ECU triggered by DEF failure Secondary - Root cause not known,2002,3-1-5
Deutz,Deutz,Deutz,ECM,524262,8,Exhaust aftertreatment - CAN SCR - Abnormal frequency or pulse width or period,2003,3-1-6
Deutz,Deutz,Deutz,ECM,524267,14,Exhaust aftertreatment - Announcement trigger power reduction step 2 - Special instructions,2007,273
Deutz,Deutz,Deutz,ECM,524025,8,Exhaust aftertreatment - Stand Still - Abnormal frequency or pulse width or period,2008,845
Deutz,Deutz,Deutz,ECM,4361,2,Exhaust aftertreatment - Dynamic temperature check before SCR - Data erratic intermittent or incorrect,2011,668
Deutz,Deutz,Deutz,ECM,524147,13,Exhaust aftertreatment - DEF pressure - Out of calibration,2013,966
Deutz,Deutz,Deutz,ECM,3520,1,Exhaust aftertreatment - DEF quality sensor - Data below normal operational range (Most severe level),2014,278
Deutz,Deutz,Deutz,ECM,524268,9,Manufacturer Assignable SPN - Abnormal update rate timeout,2015,1117
Deutz,Deutz,Deutz,ECM,524269,9,Engine - CAN Hydraulic Start Stop - Abnormal update rate timeout,2016,1118
Deutz,Deutz,Deutz,ECM,524272,14,Manufacturer Assignable SPN - Special instructions,2025,1119
Deutz,Deutz,Deutz,ECM,523470,13,Engine - Fuel pressure relief valve - Out of calibration,2026,146
Deutz,Deutz,Deutz,ECM,411,2,Engine - EGR differential pressure - Data erratic intermittent or incorrect,2032,693
Deutz,Deutz,Deutz,ECM,1176,2,Engine - TC charge pressure - Data erratic intermittent or incorrect,2033,139
Deutz,Deutz,Deutz,ECM,524277,11,Engine - ECU afterun too often not waited - Root cause not known,2034,555
Deutz,Deutz,Deutz,ECM,524278,11,Engine - ECU afterun too often consecutive not waited - Root cause not known,2035,555
Deutz,Deutz,Deutz,ECM,51,12,Engine - Throttle valve position - Bad intelligent device or component,2036,594
Deutz,Deutz,Deutz,ECM,524281,6,Engine - Throttle valve dynamic current limitation - Current above normal or grounded circuit,2038,1124
Deutz,Deutz,Deutz,ECM,524280,8,Engine - CAN oil level sensor - Abnormal frequency or pulse width or period,2044,-
Deutz,Deutz,Deutz,ECM,5763,6,Engine - EGR valve - Current above normal or grounded circuit,2049,1146
Deutz,Deutz,Deutz,ECM,5763,5,Engine - EGR valve - Current below normal or open circuit,2050,1146
Deutz,Deutz,Deutz,ECM,5763,5,Engine - EGR valve - Current below normal or open circuit,2051,1146
Deutz,Deutz,Deutz,ECM,5763,6,Engine - EGR valve - Current above normal or grounded circuit,2052,1146
Deutz,Deutz,Deutz,ECM,5763,3,Engine - EGR valve - Voltage above normal or shorted to high source,2054,1146
Deutz,Deutz,Deutz,ECM,5763,3,Engine - EGR valve - Voltage above normal or shorted to high source,2055,1146
Deutz,Deutz,Deutz,ECM,5763,4,Engine - EGR valve - Voltage below normal or shorted to low source,2056,1146
Deutz,Deutz,Deutz,ECM,5763,4,Engine - EGR valve - Voltage below normal or shorted to low source,2057,1146
Deutz,Deutz,Deutz,ECM,5763,6,Engine - EGR valve - Current above normal or grounded circuit,2058,1146
Deutz,Deutz,Deutz,ECM,5763,11,Engine - EGR valve - Root cause not known,2059,1146
Deutz,Deutz,Deutz,ECM,5763,4,Engine - EGR valve - Voltage below normal or shorted to low source,2060,1146
Deutz,Deutz,Deutz,ECM,5763,7,Engine - EGR valve - Mechanical system not responding or out of adjustment,2061,1146
Deutz,Deutz,Deutz,ECM,5763,6,Engine - EGR valve - Current above normal or grounded circuit,2063,1146
Deutz,Deutz,Deutz,ECM,5763,5,Engine - EGR valve - Current below normal or open circuit,2064,1146
Deutz,Deutz,Deutz,ECM,5763,3,Engine - EGR valve - Voltage above normal or shorted to high source,2065,1146
Deutz,Deutz,Deutz,ECM,5763,4,Engine - EGR valve - Voltage below normal or shorted to low source,2066,1146
Deutz,Deutz,Deutz,ECM,5763,0,Engine - EGR valve - Data above normal operational range (Most severe level),2067,1146
Deutz,Deutz,Deutz,ECM,5763,1,Engine - EGR valve - Data below normal operational range (Most severe level),2068,1146
Deutz,Deutz,Deutz,ECM,5763,6,Engine - EGR valve - Current above normal or grounded circuit,2069,1147
